#Nombre de noeuds
26

#Coordonnees des noeuds
0.0	0.0	0.0	
2.0	0.0	0.0	
2.0	1.0	0.0	
1.0	1.0	0.0	
1.0	2.0	0.0	
0.0	2.0	0.0	
0.500000001327	0.0	0.0	
1.00000000271	0.0	0.0	
1.50000000137	0.0	0.0	
2.0	0.500000001357	0.0	
1.5	1.0	0.0	
1.0	1.5	0.0	
0.499999997593	2.0	0.0	
0.0	1.49999999827	0.0	
0.0	0.999999995186	0.0	
0.0	0.499999997571	0.0	
0.645680147279	0.645680146559	0.0	
1.29983243409	0.495810824173	0.0	
0.476678170496	1.299832431	0.0	
0.634688640589	1.65368676517	0.0	
1.64549054837	0.366647272822	0.0	
0.89460784395	0.365196078811	0.0	
0.365196077712	0.894607841303	0.0	
0.378629056209	0.378629055112	0.0	
1.68906459649	0.67249161967	0.0	
0.310552400829	1.69871702767	0.0	

#Nombre de triangles
34

#Numeros des sommets de chaque triangle
22	3	16	
21	16	3	
22	18	3	
21	3	17	
18	14	13	
18	11	3	
17	3	10	
17	8	7	
23	15	22	
23	21	6	
23	16	21	
23	22	16	
25	18	13	
24	17	10	
22	14	18	
21	17	7	
21	7	6	
22	15	14	
19	12	4	
19	11	18	
19	4	11	
20	9	1	
20	8	17	
20	1	8	
23	6	0	
23	0	15	
25	19	18	
24	20	17	
25	13	5	
24	10	2	
24	2	9	
25	5	12	
25	12	19	
24	9	20	
